image_id,species,breed,age,sex,class,group,weight,shoulder_height,chest_size,BCS,neck_size,back_length,exercise,food_count,food_amount,snack_amount
cat_aug_216,20,cat_TUR,7.2,CM,LH,SL,3.1,30.3,39.0,4,25.9,28.9,3,4,0.54,17.2
cat_aug_217,20,cat_ETC,8.1,CM,LH,SL,5.4,25.4,39.9,5,23.1,40.2,3,2,0.68,19.8
cat_aug_218,20,cat_KOR,4.4,SF,LH,ML,3.4,16.7,27.7,4,22.6,25.0,3,2,0.54,19.8
cat_aug_219,20,cat_TUR,4.0,SF,SH,SL,4.3,29.5,38.4,4,28.1,39.2,3,4,0.56,15.2
cat_aug_220,20,cat_ETC,2.9,SF,SH,SS,4.8,15.9,36.9,6,18.8,26.4,2,2,1.42,18.4
cat_aug_221,20,cat_KOR,5.3,CM,UK,SS,4.7,26.1,31.6,2,16.6,36.3,2,4,1.01,17.9
cat_aug_222,20,cat_ETC,3.3,CM,LH,ML,4.2,26.2,39.8,4,29.1,43.4,3,2,0.54,19.2
cat_aug_223,20,cat_KOR,5.5,CM,LH,SL,3.8,22.3,35.3,5,24.5,24.2,3,4,1.25,20.0
cat_aug_224,20,cat_SCO,7.1,IM,LH,MS,3.4,38.0,32.3,5,20.8,38.8,2,2,1.29,18.7
cat_aug_225,20,cat_KOR,1.1,CM,LH,MS,7.1,32.0,36.7,6,24.5,49.6,1,2,0.75,0.3
cat_aug_226,20,cat_ETC,3.6,SF,LH,MS,5.0,23.8,37.7,7,29.6,34.1,3,4,0.62,7.7
cat_aug_227,20,cat_ETC,3.8,SF,LH,MS,2.0,22.3,26.4,4,16.0,25.2,3,4,0.55,19.4
cat_aug_228,20,cat_ETC,6.2,SF,LH,ML,3.1,25.1,28.9,4,22.2,40.3,3,2,0.77,20.0
cat_aug_229,20,cat_KOR,2.3,IM,LH,SL,3.1,17.7,30.6,5,17.4,26.5,3,2,0.7,0.8
cat_aug_230,20,cat_SCO,1.8,SF,LH,SL,3.0,20.6,27.1,5,20.7,27.2,3,2,0.76,16.2
cat_aug_231,20,cat_SCO,2.2,IM,SH,SL,3.6,19.5,32.6,4,23.4,36.2,2,2,0.68,20.0
cat_aug_232,20,cat_KOR,7.6,CM,SH,SL,6.1,19.3,39.2,5,20.1,28.8,2,2,0.81,8.8
cat_aug_233,20,cat_KOR,6.9,IF,LH,SL,3.6,21.9,37.5,4,25.9,38.0,3,4,0.87,16.6
cat_aug_234,20,cat_TUR,2.1,CM,UK,MS,5.3,35.7,41.7,5,25.7,39.2,3,2,1.02,20.0
cat_aug_235,20,cat_ETC,6.9,SF,LH,MS,2.8,26.1,36.0,4,26.8,36.6,3,4,1.32,20.0
cat_aug_236,20,cat_ETC,3.5,CM,LH,SL,4.6,20.7,33.6,3,20.0,29.2,3,4,0.61,2.2
cat_aug_237,20,cat_ETC,2.2,SF,LH,ML,2.4,18.8,29.4,4,19.4,22.6,3,2,0.68,20.0
cat_aug_238,20,cat_KOR,3.5,IM,LH,SL,3.5,18.4,39.2,4,18.8,38.4,3,2,0.72,16.1
cat_aug_239,20,cat_ETC,1.1,CM,UK,SS,3.6,39.1,37.0,4,26.6,31.9,3,2,0.98,20.0
cat_aug_240,20,cat_ETC,2.2,SF,LH,ML,2.3,18.9,29.9,4,21.4,32.4,3,2,0.64,20.0
cat_aug_241,20,cat_ETC,9.2,SF,LH,ML,3.3,25.3,31.7,4,27.6,28.1,3,2,0.58,20.0
cat_aug_242,20,cat_KOR,1.9,SF,LH,MS,5.1,43.3,41.2,4,32.4,57.4,3,2,0.55,20.0
cat_aug_243,20,cat_KOR,4.0,CM,LH,SL,2.8,28.4,29.6,4,25.4,32.3,3,2,0.64,20.0
cat_aug_244,20,cat_ETC,5.6,SF,LH,SL,2.1,18.9,28.6,4,23.7,28.6,3,2,0.98,20.0
cat_aug_245,20,cat_ETC,2.8,CM,LH,SL,4.4,20.7,35.0,4,22.1,28.4,2,2,0.61,1.7
cat_aug_246,20,cat_ETC,7.2,SF,LH,MS,2.0,20.7,26.5,4,16.0,26.5,3,4,0.88,20.0
cat_aug_247,20,cat_KOR,3.6,CM,LH,SL,4.8,31.4,32.9,4,19.1,34.3,2,2,0.97,19.9
cat_aug_248,20,cat_KOR,6.1,CM,LH,SL,2.9,15.1,30.0,6,22.4,29.0,2,2,2.26,20.0
cat_aug_249,20,cat_TUR,3.3,CM,SH,SS,7.9,24.2,37.8,4,22.5,31.6,2,2,0.83,10.1
cat_aug_250,20,cat_KOR,1.3,SF,UK,SS,5.3,23.1,40.9,4,19.8,34.7,3,2,1.22,20.0
cat_aug_251,20,cat_PER,4.9,SF,LH,ML,5.2,22.4,34.9,4,23.3,38.6,3,4,0.82,20.0
cat_aug_252,20,cat_ETC,2.6,SF,UK,ML,4.2,15.8,35.7,2,23.2,29.4,3,2,0.62,5.8
cat_aug_253,20,cat_TUR,6.5,IF,SH,SL,3.2,18.6,27.9,5,20.0,23.1,3,2,1.14,20.0
cat_aug_254,20,cat_ETC,0.3,SF,LH,MS,2.3,18.0,29.9,4,19.4,31.9,3,2,0.5,20.0
cat_aug_255,20,cat_ETC,7.6,SF,UK,ML,4.6,15.6,38.1,3,16.1,32.0,1,4,0.83,12.4
cat_aug_256,20,cat_KOR,6.1,SF,LH,ML,3.5,18.6,33.9,4,22.3,30.5,3,2,0.55,3.9
cat_aug_257,20,cat_ETC,5.4,SF,LH,SL,2.5,19.4,38.2,4,25.2,32.8,3,2,0.81,19.9
cat_aug_258,20,cat_ETC,3.0,SF,LH,ML,5.4,25.5,34.1,4,23.7,41.0,3,2,1.72,19.5
cat_aug_259,20,cat_SIA,5.9,IM,LH,MS,2.9,14.8,29.4,4,17.9,22.7,3,2,0.76,4.3
cat_aug_260,20,cat_KOR,4.2,SF,LH,SL,5.3,40.1,38.9,5,22.3,37.6,1,4,0.79,0.0
cat_aug_261,20,cat_KOR,12.0,IF,SH,SL,3.2,19.1,33.2,7,16.0,22.0,3,4,0.68,15.0
cat_aug_262,20,cat_KOR,1.5,SF,LH,SL,3.8,26.2,34.9,4,25.9,47.6,2,2,0.77,20.0
cat_aug_263,20,cat_SCO,6.9,SF,LH,SL,4.7,22.8,39.1,2,29.0,26.0,3,4,0.83,0.0
cat_aug_264,20,cat_KOR,5.6,SF,LH,SL,3.2,13.8,33.3,4,17.8,27.7,2,2,0.87,9.6
cat_aug_265,20,cat_KOR,2.0,IM,LH,SL,4.9,13.1,41.7,3,19.1,25.2,2,2,0.63,1.2
cat_aug_266,20,cat_ETC,3.8,SF,UK,ML,2.9,13.7,34.5,4,19.3,24.0,3,4,0.52,10.7
cat_aug_267,20,cat_ETC,3.2,SF,LH,SL,2.9,27.3,34.0,4,21.9,46.8,3,2,0.66,20.0
cat_aug_268,20,cat_ETC,4.1,CM,LH,SS,4.7,18.7,36.6,4,29.9,30.4,3,2,0.77,13.1
cat_aug_269,20,cat_RUS,1.7,IF,LH,SL,3.6,23.1,34.5,4,29.7,38.1,3,2,0.66,18.8
cat_aug_270,20,cat_PER,7.3,CM,SH,SS,8.3,33.4,37.3,4,21.5,36.0,1,4,0.92,13.9
cat_aug_271,20,cat_PER,7.2,CM,LH,MS,3.2,18.1,32.9,6,19.9,35.2,3,4,0.91,19.3
cat_aug_272,20,cat_ETC,4.1,CM,SH,ML,6.2,27.1,38.7,3,20.8,36.4,2,4,1.28,1.3
cat_aug_273,20,cat_ETC,3.9,CM,LH,SL,4.1,17.8,38.3,3,22.2,21.7,3,4,0.63,0.1
cat_aug_274,20,cat_ETC,5.6,SF,SH,ML,4.2,19.2,34.3,7,22.2,26.9,3,4,0.99,15.9
cat_aug_275,20,cat_ETC,2.9,CM,LH,MS,4.9,15.3,35.3,5,21.3,25.5,3,2,0.67,2.0
cat_aug_276,20,cat_KOR,6.1,SF,SH,SL,3.3,23.7,31.6,4,18.7,33.5,3,2,0.67,17.9
cat_aug_277,20,cat_KOR,6.7,SF,SH,SL,3.6,18.6,36.0,7,20.4,34.5,1,2,0.59,0.2
cat_aug_278,20,cat_ETC,8.3,CM,UK,SL,7.8,19.5,48.1,9,21.3,28.3,1,4,0.8,0.0
cat_aug_279,20,cat_ETC,3.8,CM,UK,SL,4.6,29.4,37.4,4,27.5,32.1,3,2,0.64,14.6
cat_aug_280,20,cat_ETC,3.3,SF,UK,SS,5.6,24.4,37.7,4,25.3,34.6,3,4,0.74,20.0
cat_aug_281,20,cat_ETC,9.0,SF,LH,SL,5.0,22.1,39.0,3,19.9,31.7,3,2,0.76,0.3
cat_aug_282,20,cat_KOR,4.2,SF,LH,SS,3.4,22.9,33.4,4,29.7,34.5,3,2,1.03,20.0
cat_aug_283,20,cat_ETC,4.0,SF,LH,SL,2.3,15.6,29.2,4,19.2,30.6,3,4,0.51,19.9
cat_aug_284,20,cat_ETC,3.7,SF,LH,SL,2.2,20.6,32.3,4,21.5,27.9,3,2,0.52,18.5
cat_aug_285,20,cat_RUS,9.2,SF,LH,SL,2.5,27.0,30.9,4,24.6,25.5,2,2,0.87,20.0
cat_aug_286,20,cat_SIA,4.1,SF,LH,SL,3.7,27.1,37.0,4,28.3,43.8,2,2,0.55,15.3
cat_aug_287,20,cat_RUS,2.5,CM,LH,ML,4.9,35.2,40.3,5,37.4,32.5,3,2,1.73,20.0
cat_aug_288,20,cat_SIA,4.5,SF,LH,SL,2.0,21.9,25.5,4,16.6,26.9,3,2,0.68,20.0
cat_aug_289,20,cat_ETC,8.3,SF,SH,ML,3.0,31.1,33.4,4,24.2,38.4,3,2,0.91,20.0
cat_aug_290,20,cat_RUS,4.8,SF,LH,SL,2.5,27.6,25.2,4,23.4,32.7,1,2,0.75,19.4
cat_aug_291,20,cat_SCO,6.1,SF,SH,ML,4.5,34.2,36.6,5,28.6,40.3,2,2,0.6,19.3
cat_aug_292,20,cat_ETC,7.1,SF,SH,ML,3.7,13.0,34.3,9,16.0,22.2,1,4,1.48,0.1
cat_aug_293,20,cat_ETC,2.8,SF,SH,ML,5.3,13.9,34.4,4,24.0,26.4,3,4,0.54,6.0
cat_aug_294,20,cat_ETC,10.8,SF,LH,SL,2.5,17.7,28.0,4,21.4,28.0,3,2,0.66,20.0
cat_aug_295,20,cat_KOR,3.1,SF,LH,SL,4.0,22.4,33.4,4,32.5,36.5,3,2,0.57,20.0
cat_aug_296,20,cat_ETC,3.8,CM,LH,SL,3.9,27.1,30.4,4,29.0,35.4,3,2,0.57,20.0
cat_aug_297,20,cat_KOR,5.0,CM,UK,ML,4.9,26.0,34.8,3,18.9,43.6,2,4,1.39,19.1
cat_aug_298,20,cat_SCO,3.7,CM,LH,SL,2.6,21.2,25.0,7,16.7,27.8,2,2,1.63,18.9
cat_aug_299,20,cat_PER,5.5,CM,LH,SL,2.6,18.0,27.3,4,22.6,24.5,3,2,0.57,20.0
cat_aug_300,20,cat_RUS,2.2,SF,LH,SL,2.2,19.4,28.3,4,16.3,26.5,3,2,0.52,4.9
cat_aug_301,20,cat_ETC,2.5,SF,LH,SL,2.2,13.9,29.1,4,20.6,22.4,3,2,0.54,17.9
cat_aug_302,20,cat_PER,5.8,CM,LH,MS,6.2,22.9,37.5,4,23.9,28.8,3,4,1.31,20.0
cat_aug_303,20,cat_KOR,2.6,SF,UK,ML,4.9,17.1,31.3,5,20.4,32.0,2,4,1.39,19.7
cat_aug_304,20,cat_ETC,0.6,SF,SH,SS,2.6,14.8,34.7,4,19.0,23.1,3,2,0.53,15.5
cat_aug_305,20,cat_ETC,2.7,CM,LH,ML,4.0,33.2,38.0,4,26.7,36.7,2,2,0.59,20.0
cat_aug_306,20,cat_KOR,3.1,SF,SH,ML,2.9,13.8,34.8,7,21.3,22.6,2,2,0.72,7.9
cat_aug_307,20,cat_SIA,4.5,IM,LH,SL,3.4,23.9,31.0,4,21.2,29.4,3,2,1.09,19.1
cat_aug_308,20,cat_KOR,5.9,SF,LH,SL,2.0,23.7,29.7,4,25.7,30.0,3,2,0.56,20.0
cat_aug_309,20,cat_ETC,11.4,SF,LH,ML,4.0,19.5,31.5,4,19.5,30.1,3,2,0.78,20.0
cat_aug_310,20,cat_TUR,9.3,SF,UK,SL,5.7,28.6,57.8,6,30.3,28.7,2,4,0.98,0.8
cat_aug_311,20,cat_SIA,6.0,CM,SH,ML,5.7,28.0,38.9,3,21.9,39.3,1,2,1.45,3.3
cat_aug_312,20,cat_KOR,11.4,IM,SH,ML,5.4,23.1,41.6,3,22.8,29.8,1,3,1.59,0.4
cat_aug_313,20,cat_KOR,1.6,SF,LH,SL,3.3,26.1,31.9,3,19.0,31.3,1,4,1.32,1.5
cat_aug_314,20,cat_SCO,3.4,SF,LH,ML,3.3,37.8,30.7,4,16.0,26.4,2,4,1.25,19.7
cat_aug_315,20,cat_KOR,3.5,IM,LH,SL,2.3,30.7,28.5,4,22.8,40.7,3,2,0.61,20.0
cat_aug_316,20,cat_SIA,7.7,CM,LH,SL,5.5,23.3,38.5,3,22.0,29.4,2,4,0.81,6.3
cat_aug_317,20,cat_KOR,5.9,SF,SH,SL,3.9,32.2,39.2,4,27.4,31.9,3,2,1.0,20.0
cat_aug_318,20,cat_ETC,9.3,CM,UK,ML,2.9,17.2,27.1,5,16.0,28.3,1,4,1.0,19.5
cat_aug_319,20,cat_KOR,3.6,SF,LH,SL,3.9,32.1,39.0,4,24.0,38.2,3,2,0.76,19.8
cat_aug_320,20,cat_SIA,4.7,SF,LH,SL,3.3,24.6,40.2,7,19.6,51.4,1,3,0.65,0.0
cat_aug_321,20,cat_ETC,2.7,CM,LH,MS,6.4,39.2,45.9,3,33.6,44.4,3,2,1.04,20.0
cat_aug_322,20,cat_SIA,3.4,SF,LH,SL,3.0,17.9,28.5,4,16.0,25.3,2,2,0.63,20.0
cat_aug_323,20,cat_TUR,4.9,SF,LH,SL,4.0,18.3,30.9,3,21.7,23.6,1,4,1.72,1.1
cat_aug_324,20,cat_ETC,2.1,IF,LH,ML,2.9,23.8,35.5,4,21.4,35.9,3,4,0.74,20.0
cat_aug_325,20,cat_KOR,3.1,SF,SH,ML,7.0,43.9,43.4,5,38.0,66.7,3,4,0.59,20.0
cat_aug_326,20,cat_ETC,2.2,SF,LH,SS,2.6,24.6,33.3,4,25.4,25.8,3,2,0.58,18.9
cat_aug_327,20,cat_KOR,4.4,IM,LH,SL,5.7,35.4,35.5,4,22.1,44.6,3,4,0.64,20.0
cat_aug_328,20,cat_ETC,2.7,CM,LH,SS,4.6,45.6,33.1,4,22.8,36.9,3,2,0.62,20.0
cat_aug_329,20,cat_ETC,5.0,SF,SH,ML,4.3,23.5,42.0,4,27.5,29.2,3,2,1.12,20.0
cat_aug_330,20,cat_PER,2.1,CM,SH,ML,6.7,19.8,40.7,5,24.8,41.8,3,2,0.66,18.1
cat_aug_331,20,cat_KOR,4.5,IM,SH,SS,3.9,16.2,29.4,5,17.6,25.2,2,2,0.98,19.4
cat_aug_332,20,cat_KOR,5.5,SF,LH,SL,3.6,17.3,36.7,7,28.9,27.7,2,2,0.63,2.3
cat_aug_333,20,cat_TUR,7.1,CM,UK,ML,6.3,30.8,41.0,9,17.7,37.5,1,4,2.23,0.1
cat_aug_334,20,cat_SCO,7.3,SF,LH,SL,4.0,32.5,40.7,4,19.5,30.9,3,2,1.14,20.0
cat_aug_335,20,cat_ETC,3.5,SF,LH,SL,4.7,18.5,41.7,5,24.0,28.6,2,2,0.62,18.6
cat_aug_336,20,cat_ETC,11.6,SF,LH,SL,2.5,24.6,25.0,4,18.2,24.7,2,2,1.06,20.0
cat_aug_337,20,cat_ETC,3.8,CM,LH,MS,5.3,23.4,35.3,4,23.7,25.0,2,2,0.66,15.0
cat_aug_338,20,cat_ETC,5.2,SF,SH,SS,4.5,20.4,39.5,4,28.1,30.3,3,2,0.53,20.0
cat_aug_339,20,cat_KOR,2.0,CM,SH,ML,6.1,42.3,41.4,4,28.5,48.1,3,2,2.3,20.0
cat_aug_340,20,cat_ETC,4.3,SF,LH,ML,2.5,13.4,27.6,4,21.3,27.3,3,2,0.54,20.0
cat_aug_341,20,cat_RUS,4.5,SF,LH,SL,2.7,33.2,36.9,4,24.8,43.9,3,2,0.74,19.1
cat_aug_342,20,cat_ETC,3.4,SF,SH,SS,4.5,19.1,37.3,7,26.0,24.8,3,2,1.74,18.9
cat_aug_343,20,cat_RUS,6.5,CM,LH,SL,4.4,23.7,40.9,4,27.4,43.2,3,4,1.85,20.0
cat_aug_344,20,cat_KOR,3.7,SF,LH,ML,2.4,25.6,33.0,4,29.4,32.0,3,2,0.55,20.0
cat_aug_345,20,cat_SIA,2.5,SF,LH,SL,2.1,15.3,27.8,4,20.1,21.2,3,2,0.5,16.7
cat_aug_346,20,cat_RUS,8.0,SF,LH,SL,2.9,19.3,32.6,3,19.1,23.1,2,4,1.04,1.4
cat_aug_347,20,cat_ETC,4.7,IM,UK,ML,5.9,17.9,36.4,4,22.3,34.7,3,2,0.61,19.9
cat_aug_348,20,cat_RUS,1.1,SF,SH,SL,3.9,25.5,33.5,4,18.6,30.3,3,4,0.83,20.0
cat_aug_349,20,cat_KOR,5.6,SF,LH,ML,4.9,22.7,36.8,5,21.8,33.0,2,4,1.01,0.6
cat_aug_350,20,cat_ETC,2.7,SF,LH,SL,2.5,25.8,30.1,4,23.4,30.7,3,2,0.5,15.0
cat_aug_351,20,cat_PER,2.8,CM,SH,SL,3.6,24.7,32.1,9,16.0,33.7,2,2,1.19,1.8
cat_aug_352,20,cat_SCO,3.9,CM,SH,SL,3.7,26.7,39.5,4,26.8,41.7,3,2,0.92,20.0
cat_aug_353,20,cat_ETC,4.8,SF,LH,SS,2.6,14.9,32.1,4,18.3,31.2,3,4,0.64,19.9
cat_aug_354,20,cat_PER,6.2,SF,UK,SS,5.4,28.2,35.5,4,23.4,34.6,3,2,1.65,20.0
cat_aug_355,20,cat_ETC,4.8,IM,LH,ML,3.7,38.6,40.6,4,33.0,39.2,3,2,1.05,20.0
cat_aug_356,20,cat_ETC,2.0,SF,SH,ML,3.2,24.3,40.0,4,32.2,34.9,3,2,0.6,20.0
cat_aug_357,20,cat_ETC,3.5,SF,LH,ML,3.2,19.5,38.2,4,24.8,29.4,3,2,0.64,20.0
cat_aug_358,20,cat_KOR,6.0,IM,SH,SL,4.3,34.8,39.6,7,23.6,50.4,3,4,1.26,18.8
cat_aug_359,20,cat_SCO,3.4,CM,SH,SL,5.5,26.7,33.7,7,20.5,39.2,2,4,0.57,0.6
cat_aug_360,20,cat_SCO,2.3,IF,UK,SL,4.5,18.7,41.0,3,18.9,37.0,3,2,0.54,0.1
cat_aug_361,20,cat_ETC,5.1,CM,SH,ML,7.7,24.5,45.9,2,21.5,41.4,3,2,0.54,0.0
cat_aug_362,20,cat_SCO,7.4,CM,LH,SS,6.6,22.9,38.2,4,25.2,34.4,3,2,0.69,20.0
cat_aug_363,20,cat_KOR,1.2,CM,SH,SL,5.0,29.5,40.0,4,31.2,36.9,3,2,0.54,19.8
cat_aug_364,20,cat_ETC,7.8,SF,SH,SL,4.1,28.4,46.3,4,26.7,34.7,3,2,0.64,20.0
cat_aug_365,20,cat_KOR,7.5,SF,UK,ML,4.6,30.6,39.4,5,28.8,34.1,2,2,0.9,19.4
cat_aug_366,20,cat_SCO,3.9,SF,LH,SL,2.3,22.3,27.3,4,26.7,33.1,3,2,0.54,20.0
cat_aug_367,20,cat_ETC,4.0,SF,LH,MS,2.6,28.4,35.4,4,26.2,36.3,3,2,0.55,20.0
cat_aug_368,20,cat_ETC,3.0,IM,LH,ML,3.2,31.1,32.2,4,29.1,40.6,3,2,0.61,20.0
cat_aug_369,20,cat_KOR,3.7,CM,SH,ML,6.2,42.8,42.2,4,29.3,51.3,3,2,1.18,20.0
cat_aug_370,20,cat_SIA,1.9,CM,LH,SL,2.5,20.3,25.7,4,19.5,30.8,3,2,0.59,12.2
cat_aug_371,20,cat_ETC,5.0,SF,LH,SL,3.0,28.0,32.4,4,23.9,33.6,3,2,0.84,20.0
cat_aug_372,20,cat_ETC,4.0,SF,LH,ML,3.6,26.7,32.5,4,22.0,33.0,3,4,1.06,20.0
cat_aug_373,20,cat_ETC,12.0,SF,LH,ML,4.2,40.2,34.6,4,29.7,32.0,2,4,0.94,6.0
cat_aug_374,20,cat_ETC,5.6,IF,UK,ML,8.1,16.7,45.1,4,22.6,30.6,3,4,0.59,17.8
cat_aug_375,20,cat_ETC,5.4,SF,LH,SL,2.8,19.4,32.9,4,24.7,27.0,3,2,0.71,14.2
cat_aug_376,20,cat_SIA,4.5,SF,UK,ML,3.8,28.9,33.4,4,27.2,41.4,3,2,0.78,19.7
cat_aug_377,20,cat_ETC,4.9,SF,LH,SL,2.3,17.9,31.9,4,26.4,28.7,3,2,0.55,20.0
cat_aug_378,20,cat_KOR,5.0,CM,SH,SL,4.1,15.9,33.9,6,17.5,23.9,1,4,0.68,0.1
cat_aug_379,20,cat_ETC,3.1,SF,SH,MS,3.5,25.8,38.4,5,23.7,35.6,2,4,0.52,0.4
cat_aug_380,20,cat_KOR,3.3,CM,SH,SL,5.0,23.6,38.5,3,25.2,31.4,3,2,0.92,0.3
cat_aug_381,20,cat_ETC,4.3,SF,LH,SL,3.3,18.8,27.4,4,20.6,39.2,3,2,0.71,20.0
cat_aug_382,20,cat_ETC,2.1,CM,SH,SL,3.8,27.2,37.5,4,25.3,32.5,3,2,1.0,19.7
cat_aug_383,20,cat_ETC,9.5,SF,SH,SS,5.2,23.1,33.8,7,19.2,44.9,1,4,0.95,0.4
cat_aug_384,20,cat_TUR,11.2,SF,LH,SL,2.5,21.7,35.3,4,20.3,27.0,2,4,1.16,0.6
cat_aug_385,20,cat_PER,3.9,CM,LH,ML,2.8,23.2,27.0,5,18.2,23.1,2,2,1.31,18.1
cat_aug_386,20,cat_KOR,7.4,CM,UK,SL,5.4,32.3,38.9,5,24.7,36.3,2,3,0.94,19.9
cat_aug_387,20,cat_KOR,3.9,SF,LH,SL,2.1,41.6,30.1,4,29.9,35.5,3,2,0.86,20.0
cat_aug_388,20,cat_ETC,3.5,SF,UK,SL,2.8,17.6,27.0,5,21.6,30.6,2,4,0.64,17.1
cat_aug_389,20,cat_ETC,2.4,IM,UK,SL,5.0,17.7,41.6,4,21.1,33.2,3,4,0.54,20.0
cat_aug_390,20,cat_ETC,0.9,SF,LH,ML,4.0,29.8,31.6,4,27.7,35.5,2,2,0.54,20.0
cat_aug_391,20,cat_KOR,7.7,CM,LH,ML,4.5,15.4,38.5,5,22.5,28.9,2,2,0.79,0.2
cat_aug_392,20,cat_SIA,3.0,CM,LH,SL,4.7,13.0,35.0,4,19.3,24.7,1,2,0.72,17.3
cat_aug_393,20,cat_ETC,3.4,CM,SH,SS,8.1,31.5,44.4,4,27.2,53.4,3,2,0.64,20.0
cat_aug_394,20,cat_KOR,4.2,SF,LH,SL,5.7,27.5,40.9,7,30.1,66.7,3,2,0.67,20.0
cat_aug_395,20,cat_ETC,6.6,SF,UK,SL,6.0,28.9,42.1,5,24.4,41.3,2,2,0.91,20.0
cat_aug_396,20,cat_KOR,6.5,SF,SH,SS,3.4,25.1,35.2,4,29.2,38.2,3,2,1.0,20.0
cat_aug_397,20,cat_ETC,7.2,CM,UK,SS,4.8,25.5,38.8,4,28.8,29.0,3,2,0.75,12.4
cat_aug_398,20,cat_SCO,5.3,SF,LH,SS,5.5,41.0,38.0,4,30.1,32.8,2,4,1.03,20.0
cat_aug_399,20,cat_ETC,5.7,CM,LH,ML,3.7,26.5,32.4,4,24.8,38.8,3,4,0.88,20.0
cat_aug_400,20,cat_KOR,1.3,SF,LH,SL,2.5,15.5,25.5,4,19.0,23.2,3,2,0.64,12.6
cat_aug_401,20,cat_ETC,1.7,CM,LH,MS,2.4,15.4,26.0,4,18.8,24.3,3,2,0.74,20.0
cat_aug_402,20,cat_KOR,3.7,SF,SH,MS,7.8,30.0,55.8,3,26.4,48.7,2,4,0.64,5.1
cat_aug_403,20,cat_RUS,2.1,SF,LH,SL,5.2,38.6,45.2,3,27.4,46.9,3,2,0.75,19.3
cat_aug_404,20,cat_KOR,5.3,SF,LH,SL,2.5,22.1,31.6,4,22.3,24.1,3,2,0.5,10.7
cat_aug_405,20,cat_KOR,5.6,SF,UK,MS,2.4,21.8,30.1,4,21.9,22.6,3,2,0.69,18.9
cat_aug_406,20,cat_ETC,1.3,SF,LH,SL,4.8,28.9,42.1,5,30.9,46.1,3,2,0.72,19.8
cat_aug_407,20,cat_TUR,8.6,SF,LH,SL,2.3,17.7,25.0,4,19.0,27.2,2,2,1.42,19.9
cat_aug_408,20,cat_PER,7.4,SF,LH,SL,4.8,29.6,35.0,3,22.4,37.5,2,4,2.38,19.9
cat_aug_409,20,cat_ETC,3.2,CM,LH,ML,6.0,22.4,33.7,3,22.1,41.6,2,4,0.94,16.0
cat_aug_410,20,cat_ETC,2.6,CM,UK,ML,6.6,24.0,38.5,4,17.7,33.4,3,2,0.88,20.0
cat_aug_411,20,cat_SCO,0.2,SF,LH,SL,3.6,26.1,35.9,4,24.6,35.1,3,4,0.52,19.1
cat_aug_412,20,cat_ETC,6.7,SF,LH,ML,4.6,29.7,34.6,6,21.4,34.7,2,2,0.96,16.7
cat_aug_413,20,cat_KOR,3.7,SF,LH,ML,3.2,26.2,29.0,6,20.0,33.6,3,2,1.22,7.8
cat_aug_414,20,cat_SIA,3.5,SF,LH,SL,2.7,18.8,29.8,4,16.3,30.5,3,4,0.8,3.2
cat_aug_415,20,cat_ETC,6.1,CM,UK,ML,6.1,16.5,44.4,3,21.5,34.9,1,2,1.33,0.2
cat_aug_416,20,cat_KOR,7.0,SF,LH,SL,4.8,23.5,32.9,4,23.8,38.0,2,4,1.08,20.0
cat_aug_417,20,cat_ETC,3.1,SF,LH,SL,3.7,40.3,38.1,4,33.1,40.3,3,2,0.63,19.8
cat_aug_418,20,cat_SIA,6.3,CM,UK,ML,4.6,43.6,37.2,4,23.5,40.7,3,2,1.13,20.0
cat_aug_419,20,cat_KOR,5.2,SF,LH,ML,3.5,37.1,35.4,4,22.6,38.9,3,2,0.66,18.3
cat_aug_420,20,cat_KOR,7.9,SF,LH,MS,4.3,34.0,35.3,5,20.4,45.8,1,4,0.75,0.0
cat_aug_421,20,cat_RUS,8.9,SF,LH,SL,2.5,19.7,26.6,4,22.4,31.0,3,2,0.86,20.0
cat_aug_422,20,cat_ETC,1.7,SF,LH,SL,2.3,22.0,25.0,4,18.7,39.2,3,2,0.85,20.0
cat_aug_423,20,cat_RUS,4.6,CM,LH,SL,2.9,36.8,30.0,5,23.7,44.4,3,2,0.74,20.0
cat_aug_424,20,cat_SIA,8.3,CM,LH,MS,6.0,25.7,43.1,4,31.4,33.6,2,4,0.93,20.0
cat_aug_425,20,cat_ETC,0.0,CM,UK,ML,5.1,13.9,39.3,4,19.4,32.7,3,2,0.67,19.6
cat_aug_426,20,cat_KOR,3.8,SF,LH,ML,2.6,18.4,31.8,4,23.1,50.1,3,2,1.4,20.0
cat_aug_427,20,cat_ETC,4.8,SF,LH,SL,4.4,17.0,43.3,3,22.7,27.6,3,4,0.58,0.0
cat_aug_428,20,cat_ETC,6.2,SF,UK,SS,6.1,14.3,44.9,4,26.7,29.3,3,4,0.55,0.1
cat_aug_429,20,cat_ETC,2.6,CM,UK,SL,6.9,33.1,45.5,5,24.2,40.9,2,2,0.69,20.0
cat_aug_430,20,cat_ETC,5.6,SF,LH,SL,2.4,21.9,30.2,4,16.3,38.8,3,2,0.76,20.0
cat_aug_431,20,cat_ETC,1.1,SF,SH,SL,2.7,16.3,33.5,7,21.4,32.8,3,2,0.76,20.0
cat_aug_432,20,cat_SIA,5.3,IF,UK,SS,6.6,40.3,47.3,4,37.2,45.0,2,2,0.89,19.9
